,price,quantity,date,vendor,total
546,194.38,40,2025-04-09,biolab,7775.2
547,141.72,30,2025-05-28,standard_test,4251.6
548,255.75,7200,2025-04-17,med_express,1841400.0
549,73.51,90,2025-04-24,eshuer,6615.900000000001
550,255.75,200,2025-02-10,med_express,51150.0
551,255.75,200,2025-06-10,med_express,51150.0
552,103.99,90,2025-09-08,standard_test,9359.1
553,69.54,180,2025-08-19,eshuer,12517.2
554,160.65,220,2025-02-17,guangzhou_farm,35343.0
555,284.42,200,2025-09-02,med_express,56884.0
556,255.75,2300,2025-09-09,med_express,588225.0
557,127.0,1860,2025-10-16,standard_test,236220.0
558,113.03,560,2025-06-12,biolab,63296.8
559,117.79,1460,2025-07-10,standard_test,171973.40000000002
560,383.86,200,2025-11-06,med_express,76772.0
561,133.95,30,2025-04-30,standard_test,4018.5
562,157.83,110,2025-09-10,biolab,17361.300000000003
563,80.78,1670,2025-11-21,eshuer,134902.6
564,88.19,860,2025-07-28,eshuer,75843.4
565,127.53,400,2025-11-04,standard_test,51012.0
566,84.14,200,2025-07-11,eshuer,16828.0
567,122.39,20,2025-04-17,biolab,2447.8
568,100.98,2630,2025-10-08,standard_test,265577.4
569,148.58,340,2025-07-18,standard_test,50517.2
570,217.18,140,2025-12-15,guangzhou_farm,30405.2
571,133.71,70,2025-07-30,standard_test,9359.7
572,255.75,700,2025-01-27,med_express,179025.0
573,255.75,200,2025-05-29,med_express,51150.0
574,117.82,120,2025-01-24,standard_test,14138.4
575,255.75,900,2025-06-20,med_express,230175.0
576,123.12,280,2025-06-04,biolab,34473.6
577,118.04,280,2025-11-10,biolab,33051.200000000004
578,112.06,1250,2025-05-14,standard_test,140075.0
579,52.68,11040,2025-11-04,eshuer,581587.2
580,191.94,50,2025-04-14,biolab,9597.0
581,191.94,60,2025-03-27,biolab,11516.4
582,255.75,700,2025-09-30,med_express,179025.0
583,36.02,19410,2025-07-07,free,699148.2000000001
584,255.75,4500,2025-05-22,med_express,1150875.0
585,255.75,900,2025-10-30,med_express,230175.0
586,116.99,280,2025-12-18,biolab,32757.2
587,108.0,90,2025-08-15,biolab,9720.0
588,50.5,90,2025-10-08,eshuer,4545.0
589,116.99,70,2025-03-31,biolab,8189.299999999999
590,255.75,1100,2025-06-10,med_express,281325.0
591,147.2,200,2025-01-24,standard_test,29440.0
592,109.96,150,2025-08-29,standard_test,16494.0
593,113.78,860,2025-01-16,standard_test,97850.8
594,200.24,1120,2025-03-04,biolab,224268.8
595,110.83,140,2025-02-13,biolab,15516.2
596,108.0,80,2025-03-03,biolab,8640.0
597,146.05,70,2025-07-10,standard_test,10223.5
598,125.99,90,2025-08-27,standard_test,11339.1
599,103.22,240,2025-12-15,standard_test,24772.8
600,113.6,200,2025-02-27,standard_test,22720.0
601,138.96,30,2025-07-25,biolab,4168.8
602,255.92,22500,2025-12-05,med_express,5758200.0
603,128.56,80,2025-10-07,biolab,10284.8
604,134.99,50,2025-09-01,standard_test,6749.5
605,113.6,50,2025-06-11,standard_test,5680.0
606,85.27,1260,2025-07-08,eshuer,107440.2
607,212.06,1270,2025-11-11,guangzhou_farm,269316.2
608,142.23,330,2025-01-21,standard_test,46935.9
609,129.59,1440,2025-04-11,biolab,186609.6
610,119.31,60,2025-10-02,standard_test,7158.6
611,59.47,3430,2025-05-23,eshuer,203982.1
612,71.68,5840,2025-01-10,eshuer,418611.2
613,118.98,950,2025-01-29,biolab,113031.0
614,118.27,1320,2025-10-22,standard_test,156116.4
615,111.24,4320,2025-03-26,standard_test,480556.8
616,160.44,2200,2025-12-10,guangzhou_farm,352968.0
617,85.25,2360,2025-10-03,eshuer,201190.0
618,106.65,420,2025-11-28,biolab,44793.0
619,134.62,280,2025-04-11,biolab,37693.6
620,111.9,780,2025-01-31,standard_test,87282.0
621,125.99,340,2025-07-24,biolab,42836.6
622,161.91,20,2025-09-29,biolab,3238.2
623,113.38,200,2025-04-07,standard_test,22676.0
624,109.22,370,2025-02-21,biolab,40411.4
625,41.17,3140,2025-05-28,free,129273.8
626,138.81,40,2025-10-27,biolab,5552.4
627,118.49,400,2025-07-14,standard_test,47396.0
628,79.67,710,2025-07-21,eshuer,56565.7
629,368.16,600,2025-06-17,med_express,220896.00000000003
630,140.13,40,2025-07-29,standard_test,5605.2
631,255.75,900,2025-11-17,med_express,230175.0
632,118.65,40,2025-05-20,biolab,4746.0
633,54.84,180,2025-04-25,eshuer,9871.2
634,142.7,130,2025-12-12,standard_test,18551.0
635,114.42,630,2025-06-18,standard_test,72084.6
636,127.53,30,2025-10-22,standard_test,3825.9
637,142.7,170,2025-12-02,standard_test,24259.0
638,147.6,280,2025-08-07,biolab,41328.0
639,37.86,3140,2025-11-25,free,118880.4
640,171.8,40,2025-05-22,guangzhou_farm,6872.0
641,142.7,170,2025-05-06,standard_test,24259.0
642,142.7,170,2025-12-08,standard_test,24259.0
643,119.79,280,2025-01-16,biolab,33541.200000000004
644,255.75,400,2025-07-15,med_express,102300.0
645,244.62,20,2025-03-28,guangzhou_farm,4892.4
646,118.8,30,2025-10-06,biolab,3564.0
647,255.75,200,2025-12-24,med_express,51150.0
648,227.94,1820,2025-05-29,guangzhou_farm,414850.8
649,142.7,170,2025-08-14,standard_test,24259.0
650,107.76,630,2025-12-26,standard_test,67888.8
651,176.39,20,2025-10-21,biolab,3527.8
652,125.99,30,2025-10-07,biolab,3779.7
653,143.28,30,2025-09-05,biolab,4298.4
654,113.14,270,2025-07-15,standard_test,30547.8
655,122.39,120,2025-05-30,biolab,14686.8
656,114.16,270,2025-12-05,standard_test,30823.2
657,120.79,130,2025-03-14,standard_test,15702.7
658,148.1,270,2025-08-13,standard_test,39987.0
659,129.59,50,2025-02-06,biolab,6479.5
660,91.16,90,2025-04-01,eshuer,8204.4
661,104.63,150,2025-03-28,standard_test,15694.5
662,157.7,60,2025-12-23,guangzhou_farm,9462.0
663,125.22,60,2025-10-22,standard_test,7513.2
664,141.42,20,2025-03-24,standard_test,2828.4
665,114.48,50,2025-05-16,biolab,5724.0
666,206.1,60,2025-10-24,guangzhou_farm,12366.0
667,78.54,2090,2025-09-18,eshuer,164148.6
668,106.58,90,2025-07-29,standard_test,9592.2
669,118.27,120,2025-12-23,standard_test,14192.4
670,111.59,30,2025-05-30,biolab,3347.7000000000003
671,161.99,60,2025-12-02,biolab,9719.4
672,109.96,530,2025-10-01,standard_test,58278.8
673,106.43,120,2025-03-14,biolab,12771.6
674,109.06,270,2025-06-30,standard_test,29446.2
675,120.96,120,2025-08-15,standard_test,14515.2
676,175.31,30,2025-06-24,biolab,5259.3
677,100.36,120,2025-05-14,standard_test,12043.2
678,204.22,270,2025-05-20,guangzhou_farm,55139.4
679,107.02,80,2025-12-10,biolab,8561.6
680,91.52,3240,2025-02-20,eshuer,296524.8
681,120.16,1970,2025-06-23,standard_test,236715.2
682,149.5,70,2025-11-20,biolab,10465.0
683,116.41,100,2025-09-09,biolab,11641.0
684,235.2,70,2025-05-06,guangzhou_farm,16464.0
685,192.32,360,2025-05-21,guangzhou_farm,69235.2
686,38.12,19410,2025-07-01,free,739909.2
687,129.95,50,2025-05-21,biolab,6497.499999999999
688,175.81,70,2025-09-25,guangzhou_farm,12306.7
689,121.7,330,2025-01-14,standard_test,40161.0
690,137.26,5150,2025-10-15,standard_test,706889.0
691,130.67,60,2025-09-30,standard_test,7840.199999999999
692,114.16,1620,2025-08-21,standard_test,184939.2
693,134.73,50,2025-07-07,standard_test,6736.499999999999
694,102.36,50,2025-06-24,standard_test,5118.0
695,136.6,20,2025-05-27,biolab,2732.0
696,87.62,380,2025-09-09,eshuer,33295.6
697,174.57,790,2025-09-25,biolab,137910.3
698,403.28,8100,2025-10-02,med_express,3266568.0
699,78.54,7690,2025-06-23,eshuer,603972.6000000001
700,161.44,170,2025-09-16,guangzhou_farm,27444.8
701,133.21,810,2025-10-24,standard_test,107900.1
702,107.05,7990,2025-09-10,biolab,855329.5
703,110.87,980,2025-10-02,standard_test,108652.6
704,81.68,8290,2025-09-01,eshuer,677127.2000000001
705,78.54,7710,2025-10-22,eshuer,605543.4
706,77.98,13400,2025-09-16,eshuer,1044932.0
707,82.58,7020,2025-02-21,eshuer,579711.6
708,83.4,5460,2025-10-02,eshuer,455364.00000000006
709,109.87,4620,2025-09-18,standard_test,507599.4
710,128.57,130,2025-03-12,standard_test,16714.1
711,121.67,50,2025-07-21,biolab,6083.5
712,131.65,770,2025-12-30,standard_test,101370.5
713,78.95,410,2025-07-30,eshuer,32369.5
714,131.65,30,2025-05-12,standard_test,3949.5
715,126.49,70,2025-11-03,biolab,8854.3
716,143.99,560,2025-07-14,biolab,80634.40000000001
717,120.71,840,2025-02-04,biolab,101396.4
718,37.18,1080,2025-12-25,free,40154.4
719,48.1,1110,2025-10-27,free,53391.0
720,125.3,340,2025-09-16,biolab,42602.0
721,255.75,900,2025-10-07,med_express,230175.0
722,99.64,80,2025-08-07,eshuer,7971.2
723,220.87,800,2025-12-29,guangzhou_farm,176696.0
724,129.59,120,2025-11-18,biolab,15550.8
725,94.28,17250,2025-04-02,eshuer,1626330.0
726,125.99,50,2025-11-13,biolab,6299.5
727,136.79,100,2025-08-07,biolab,13679.0
728,220.87,800,2025-07-16,guangzhou_farm,176696.0
729,100.98,50,2025-09-18,standard_test,5049.0
730,118.8,40,2025-02-17,biolab,4752.0
731,129.59,20,2025-08-21,biolab,2591.8
732,134.99,280,2025-09-25,biolab,37797.2
733,137.46,120,2025-11-28,standard_test,16495.2
734,115.19,120,2025-06-17,biolab,13822.8
735,136.8,120,2025-06-12,standard_test,16416.0
736,112.26,860,2025-11-25,biolab,96543.6
737,255.75,900,2025-08-22,med_express,230175.0
738,162.84,2010,2025-09-22,guangzhou_farm,327308.4
739,121.36,60,2025-05-23,standard_test,7281.6
740,37.39,1580,2025-04-15,free,59076.2
741,220.0,600,2025-05-08,guangzhou_farm,132000.0
742,128.57,60,2025-08-08,standard_test,7714.2
743,194.38,20,2025-07-08,biolab,3887.6
744,73.72,530,2025-11-05,eshuer,39071.6
745,128.87,30,2025-06-05,biolab,3866.1
746,133.3,120,2025-07-17,standard_test,15996.000000000002
747,112.11,790,2025-04-23,standard_test,88566.9
748,133.71,200,2025-06-25,standard_test,26742.0
749,65.47,300,2025-12-30,eshuer,19641.0
750,128.57,30,2025-01-22,standard_test,3857.1
751,134.99,100,2025-04-10,biolab,13499.0
752,128.57,50,2025-08-22,standard_test,6428.5
753,105.62,80,2025-11-17,biolab,8449.6
754,37.4,18120,2025-09-18,free,677688.0
755,46.19,29120,2025-09-22,free,1345052.8
756,114.68,29000,2025-12-15,standard_test,3325720.0
757,128.57,130,2025-11-20,standard_test,16714.1
758,128.57,820,2025-02-25,standard_test,105427.4
759,128.57,910,2025-01-27,standard_test,116998.7
760,210.16,40,2025-12-26,guangzhou_farm,8406.4
761,135.76,11730,2025-11-24,standard_test,1592464.7999999998
762,144.31,110,2025-08-21,standard_test,15874.1
763,255.75,200,2025-09-26,med_express,51150.0
764,255.75,500,2025-12-29,med_express,127875.0
765,94.25,1260,2025-08-28,eshuer,118755.0
766,255.75,700,2025-06-10,med_express,179025.0
767,255.75,900,2025-05-22,med_express,230175.0
768,255.75,500,2025-02-21,med_express,127875.0
769,127.53,50,2025-08-22,standard_test,6376.5
770,255.75,4500,2025-12-10,med_express,1150875.0
771,71.81,230,2025-09-17,eshuer,16516.3
772,67.32,120,2025-10-06,eshuer,8078.4
773,115.56,70,2025-05-06,standard_test,8089.2
774,134.37,40,2025-10-20,biolab,5374.8
775,105.47,120,2025-07-28,standard_test,12656.4
776,141.42,20,2025-01-09,standard_test,2828.4
777,96.35,840,2025-11-21,eshuer,80934.0
778,117.07,680,2025-02-27,standard_test,79607.59999999999
779,112.11,70,2025-12-12,standard_test,7847.7
780,176.03,100,2025-04-16,biolab,17603.0
781,255.75,200,2025-09-30,med_express,51150.0
782,255.75,200,2025-04-15,med_express,51150.0
783,255.75,500,2025-02-11,med_express,127875.0
784,156.05,360,2025-10-20,guangzhou_farm,56178.00000000001
785,255.75,26200,2025-10-22,med_express,6700650.0
786,113.21,1570,2025-04-22,standard_test,177739.69999999998
787,106.93,260,2025-12-16,standard_test,27801.800000000003
788,111.08,400,2025-02-18,standard_test,44432.0
789,113.6,90,2025-11-03,standard_test,10224.0
790,119.41,2320,2025-05-15,standard_test,277031.2
791,170.99,160,2025-04-11,biolab,27358.4
792,255.75,1100,2025-07-04,med_express,281325.0
793,95.04,2700,2025-12-11,eshuer,256608.00000000003
794,129.59,40,2025-09-10,biolab,5183.6
795,106.55,50,2025-09-19,biolab,5327.5
796,105.11,30,2025-07-10,biolab,3153.3
797,136.3,200,2025-01-16,standard_test,27260.000000000004
798,149.14,60,2025-04-25,standard_test,8948.4
799,114.16,120,2025-02-20,standard_test,13699.2
800,123.4,120,2025-09-29,standard_test,14808.0
801,163.32,40,2025-08-12,biolab,6532.799999999999
802,99.6,1310,2025-11-10,eshuer,130476.0
803,71.02,830,2025-12-30,eshuer,58946.6
804,173.99,280,2025-04-16,biolab,48717.2
805,189.6,270,2025-07-22,guangzhou_farm,51192.0
806,115.19,200,2025-06-04,biolab,23038.0
807,135.35,90,2025-12-17,biolab,12181.5
808,170.99,30,2025-12-04,biolab,5129.700000000001
809,78.43,260,2025-04-11,eshuer,20391.800000000003
810,78.54,230,2025-12-08,eshuer,18064.2
811,108.98,40,2025-08-28,biolab,4359.2
812,96.49,790,2025-02-24,eshuer,76227.09999999999
813,116.7,200,2025-06-18,standard_test,23340.0
814,183.58,30,2025-06-20,biolab,5507.400000000001
815,67.07,230,2025-12-12,eshuer,15426.1
816,165.59,30,2025-04-18,biolab,4967.7
817,162.91,60,2025-12-08,guangzhou_farm,9774.6
818,138.84,120,2025-11-24,standard_test,16660.8
819,125.99,30,2025-10-21,biolab,3779.7
820,37.43,680,2025-05-21,free,25452.4
821,351.73,400,2025-10-09,med_express,140692.0
822,185.36,200,2025-06-27,biolab,37072.0
823,143.99,50,2025-08-12,biolab,7199.5
824,121.36,1110,2025-09-24,standard_test,134709.6
825,115.6,710,2025-01-30,biolab,82076.0
826,107.48,270,2025-06-06,standard_test,29019.6
827,126.51,270,2025-04-03,standard_test,34157.700000000004
828,141.93,1100,2025-04-16,standard_test,156123.0
829,180.7,50,2025-09-15,biolab,9035.0
830,136.79,120,2025-04-10,biolab,16414.8
831,136.79,120,2025-02-05,biolab,16414.8
832,136.79,120,2025-03-21,biolab,16414.8
833,242.98,180,2025-10-07,guangzhou_farm,43736.4
834,205.19,10,2025-08-11,biolab,2051.9
835,38.1,1580,2025-10-10,free,60198.0
836,183.58,20,2025-02-24,biolab,3671.6
837,47.32,1580,2025-07-24,free,74765.6
838,42.61,1580,2025-07-16,free,67323.8
839,85.01,300,2025-03-25,eshuer,25503.0
840,112.79,560,2025-04-28,biolab,63162.4
841,112.2,660,2025-06-30,standard_test,74052.0
842,117.59,280,2025-04-23,standard_test,32925.200000000004
843,111.07,130,2025-01-13,standard_test,14439.1
844,114.44,110,2025-11-27,standard_test,12588.4
845,392.7,1600,2025-08-15,med_express,628320.0
846,105.24,2870,2025-08-08,standard_test,302038.8
847,156.13,20,2025-03-18,guangzhou_farm,3122.6
848,398.59,1300,2025-05-26,med_express,518167.0
849,120.03,630,2025-07-09,standard_test,75618.9
850,317.0,1600,2025-04-01,med_express,507200.0
851,95.38,180,2025-02-20,eshuer,17168.399999999998
852,118.27,2150,2025-02-10,standard_test,254280.5
853,94.81,1240,2025-04-25,eshuer,117564.4
854,122.39,30,2025-12-19,biolab,3671.7
855,142.96,510,2025-10-01,standard_test,72909.6
856,84.14,2050,2025-10-24,eshuer,172487.0
857,84.14,4170,2025-06-27,eshuer,350863.8
858,117.77,220,2025-09-18,standard_test,25909.4
859,117.25,140,2025-02-03,standard_test,16415.0
860,118.27,150,2025-04-22,standard_test,17740.5
861,90.89,120,2025-10-07,eshuer,10906.8
862,158.9,60,2025-04-07,guangzhou_farm,9534.0
863,114.74,220,2025-09-04,biolab,25242.8
864,89.64,1830,2025-09-03,eshuer,164041.2
865,115.19,320,2025-09-19,standard_test,36860.8
866,84.14,230,2025-02-11,eshuer,19352.2
867,123.56,90,2025-09-25,standard_test,11120.4
868,122.89,120,2025-12-03,biolab,14746.8
869,128.57,200,2025-12-26,standard_test,25714.0
870,118.24,40,2025-11-25,standard_test,4729.599999999999
871,255.75,600,2025-09-01,med_express,153450.0
872,255.75,700,2025-07-08,med_express,179025.0
873,133.71,530,2025-04-22,standard_test,70866.3
874,154.24,290,2025-04-01,guangzhou_farm,44729.600000000006
875,122.77,570,2025-02-20,biolab,69978.9
876,116.9,80,2025-10-16,biolab,9352.0
877,123.42,300,2025-07-15,standard_test,37026.0
878,133.71,340,2025-06-27,standard_test,45461.4
879,115.19,170,2025-09-15,biolab,19582.3
880,190.25,50,2025-04-21,biolab,9512.5
881,132.24,60,2025-07-28,standard_test,7934.400000000001
882,255.75,900,2025-06-05,med_express,230175.0
883,197.34,40,2025-01-31,biolab,7893.6
884,94.48,490,2025-11-26,eshuer,46295.2
885,255.75,600,2025-11-19,med_express,153450.0
886,143.99,620,2025-06-02,standard_test,89273.8
887,101.64,110,2025-04-11,standard_test,11180.4
888,160.33,360,2025-09-18,guangzhou_farm,57718.8
889,60.59,530,2025-12-29,eshuer,32112.7
890,73.66,180,2025-08-08,eshuer,13258.8
891,136.79,280,2025-06-09,biolab,38301.2
892,251.44,1100,2025-09-24,med_express,276584.0
893,135.41,320,2025-02-19,standard_test,43331.2
894,129.59,530,2025-11-27,standard_test,68682.7
895,114.16,290,2025-12-10,standard_test,33106.4
896,104.7,2850,2025-09-12,standard_test,298395.0
897,128.05,200,2025-05-19,standard_test,25610.000000000004
898,255.75,1100,2025-11-13,med_express,281325.0
899,255.75,700,2025-12-26,med_express,179025.0
900,128.57,70,2025-02-21,standard_test,8999.9
901,118.22,460,2025-10-08,standard_test,54381.2
902,143.93,30,2025-09-25,biolab,4317.900000000001
903,128.51,50,2025-07-01,biolab,6425.5
904,55.75,230,2025-09-15,eshuer,12822.5
905,244.36,170,2025-03-14,guangzhou_farm,41541.2
906,370.08,300,2025-11-12,med_express,111024.0
907,370.76,500,2025-10-02,med_express,185380.0
908,229.88,230,2025-09-23,guangzhou_farm,52872.4
909,84.42,1810,2025-05-08,eshuer,152800.2
910,39.12,12780,2025-08-11,free,499953.6
911,98.35,530,2025-09-05,eshuer,52125.5
912,149.25,90,2025-08-08,biolab,13432.5
913,116.68,280,2025-08-05,biolab,32670.4
914,131.74,2250,2025-08-27,biolab,296415.0
915,118.27,910,2025-09-02,standard_test,107625.7
916,138.84,210,2025-09-04,standard_test,29156.4
917,118.27,410,2025-03-24,standard_test,48490.7
918,119.08,1000,2025-11-04,biolab,119080.0
919,100.67,90,2025-07-31,standard_test,9060.3
920,216.36,900,2025-02-19,guangzhou_farm,194724.0
921,123.42,790,2025-09-30,standard_test,97501.8
922,181.59,40,2025-08-18,biolab,7263.6
923,187.52,50,2025-08-28,biolab,9376.0
924,370.08,10500,2025-11-11,med_express,3885840.0
925,174.58,140,2025-10-03,guangzhou_farm,24441.2
926,292.62,200,2025-06-09,med_express,58524.0
927,132.46,70,2025-07-23,standard_test,9272.2
928,162.55,40,2025-05-06,biolab,6502.0
929,113.14,530,2025-10-08,standard_test,59964.2
930,107.14,230,2025-06-09,biolab,24642.2
931,118.8,40,2025-12-09,biolab,4752.0
932,114.04,40,2025-05-27,standard_test,4561.6
933,114.04,40,2025-04-14,standard_test,4561.6
934,233.17,60,2025-05-14,guangzhou_farm,13990.2
935,233.17,60,2025-07-25,guangzhou_farm,13990.2
936,255.75,200,2025-07-23,med_express,51150.0
937,255.75,200,2025-04-23,med_express,51150.0
938,136.28,790,2025-09-03,standard_test,107661.2
939,136.28,790,2025-09-16,standard_test,107661.2
940,157.49,20,2025-07-30,biolab,3149.8
941,157.49,20,2025-09-02,biolab,3149.8
942,136.07,280,2025-07-02,biolab,38099.6
943,136.07,280,2025-02-14,biolab,38099.6
944,107.28,1500,2025-08-01,biolab,160920.0
945,107.28,1500,2025-05-27,biolab,160920.0
946,136.47,840,2025-01-13,biolab,114634.8
947,136.47,840,2025-05-21,biolab,114634.8
948,74.69,90,2025-09-01,eshuer,6722.099999999999
949,74.69,90,2025-06-30,eshuer,6722.099999999999
950,370.08,200,2025-03-11,med_express,74016.0
951,370.08,200,2025-11-10,med_express,74016.0
952,330.24,1100,2025-11-07,med_express,363264.0
953,330.24,1100,2025-05-28,med_express,363264.0
954,160.71,40,2025-08-18,guangzhou_farm,6428.400000000001
955,160.71,40,2025-11-28,guangzhou_farm,6428.400000000001
956,145.71,30,2025-07-22,standard_test,4371.3
957,145.71,30,2025-04-03,standard_test,4371.3
958,186.54,50,2025-07-23,guangzhou_farm,9327.0
959,186.54,50,2025-03-18,guangzhou_farm,9327.0
960,60.8,1100,2025-04-11,eshuer,66880.0
961,60.8,1100,2025-03-05,eshuer,66880.0
962,59.69,1310,2025-03-21,eshuer,78193.9
963,59.69,1310,2025-11-20,eshuer,78193.9
964,193.67,60,2025-05-30,biolab,11620.2
965,193.67,60,2025-12-18,biolab,11620.2
966,158.16,800,2025-09-10,guangzhou_farm,126528.0
967,158.16,800,2025-04-15,guangzhou_farm,126528.0
968,255.75,800,2025-03-03,med_express,204600.0
969,255.75,800,2025-02-20,med_express,204600.0
970,110.06,1050,2025-10-08,standard_test,115563.0
971,110.06,1050,2025-11-21,standard_test,115563.0
972,118.27,270,2025-10-31,standard_test,31932.9
973,118.27,270,2025-02-17,standard_test,31932.9
974,57.5,180,2025-10-01,eshuer,10350.0
975,57.5,180,2025-01-21,eshuer,10350.0
976,118.27,660,2025-05-15,standard_test,78058.2
977,118.27,660,2025-05-28,standard_test,78058.2
978,116.88,1890,2025-01-21,standard_test,220903.2
979,140.39,120,2025-06-18,standard_test,16846.8
980,138.24,1030,2025-08-11,standard_test,142387.2
981,96.91,3540,2025-12-02,eshuer,343061.4
982,56.83,1050,2025-10-31,eshuer,59671.5
983,161.99,20,2025-02-25,biolab,3239.8
984,108.0,170,2025-09-29,biolab,18360.0
985,260.64,4400,2025-08-18,med_express,1146816.0
986,120.11,310,2025-10-30,standard_test,37234.1
987,398.1,200,2025-06-10,med_express,79620.0
988,119.81,90,2025-12-03,biolab,10782.9
989,146.05,50,2025-05-15,standard_test,7302.500000000001
990,116.69,400,2025-01-24,standard_test,46676.0
991,117.06,1050,2025-11-13,standard_test,122913.0
992,115.19,1810,2025-09-26,standard_test,208493.9
993,158.64,620,2025-12-12,guangzhou_farm,98356.8
994,145.85,200,2025-05-29,biolab,29170.0
995,128.98,320,2025-07-10,biolab,41273.6
996,117.25,120,2025-01-27,standard_test,14070.0
997,169.94,40,2025-07-01,biolab,6797.6
998,255.75,1500,2025-07-15,med_express,383625.0
999,122.39,430,2025-07-10,biolab,52627.7
1000,255.75,400,2025-09-11,med_express,102300.0
1001,122.39,430,2025-05-28,biolab,52627.7
1002,176.18,430,2025-08-22,biolab,75757.40000000001
1003,177.11,280,2025-03-31,biolab,49590.8
1004,123.42,270,2025-05-05,standard_test,33323.4
1005,196.05,50,2025-04-01,guangzhou_farm,9802.5
1006,115.56,40,2025-03-28,biolab,4622.4
1007,88.63,3780,2025-05-07,eshuer,335021.4
1008,277.02,1400,2025-10-17,med_express,387828.0
1009,122.39,280,2025-07-30,biolab,34269.2
1010,263.4,600,2025-03-24,med_express,158040.0
1011,138.6,420,2025-07-23,standard_test,58212.0
1012,135.25,1060,2025-08-26,biolab,143365.0
1013,112.78,1030,2025-11-12,standard_test,116163.4
1014,114.16,2370,2025-10-16,standard_test,270559.2
1015,108.47,270,2025-05-22,standard_test,29286.9
1016,114.16,2250,2025-06-30,standard_test,256860.0
1017,85.54,610,2025-05-19,eshuer,52179.4
1018,123.42,510,2025-09-09,standard_test,62944.2
1019,115.79,360,2025-06-18,biolab,41684.4
1020,142.73,60,2025-04-17,biolab,8563.8
1021,156.09,40,2025-09-19,biolab,6243.6
1022,115.27,1320,2025-04-04,standard_test,152156.4
1023,107.95,30,2025-09-12,biolab,3238.5
1024,140.65,340,2025-11-20,biolab,47821.0
1025,123.45,340,2025-08-07,biolab,41973.0
1026,138.84,320,2025-12-03,standard_test,44428.8
1027,143.99,330,2025-02-18,standard_test,47516.7
1028,143.99,460,2025-09-05,standard_test,66235.40000000001
1029,156.27,120,2025-07-04,biolab,18752.4
1030,108.0,120,2025-06-12,biolab,12960.0
1031,129.71,200,2025-09-11,biolab,25942.0
1032,234.7,270,2025-01-30,guangzhou_farm,63369.0
1033,117.25,790,2025-03-10,standard_test,92627.5
1034,58.37,35040,2025-07-24,eshuer,2045284.8
1035,201.84,840,2025-05-28,biolab,169545.6
1036,140.57,1070,2025-10-08,biolab,150409.9
1037,255.75,900,2025-06-13,med_express,230175.0
1038,78.54,3240,2025-06-11,eshuer,254469.6
1039,132.97,30,2025-04-03,biolab,3989.1
1040,109.43,50,2025-09-17,biolab,5471.5
1041,156.27,900,2025-12-11,biolab,140643.0
1042,106.06,430,2025-03-26,biolab,45605.8
1043,127.92,4960,2025-04-29,biolab,634483.2
1044,124.1,810,2025-05-19,biolab,100521.0
1045,110.06,1170,2025-12-29,standard_test,128770.2
1046,132.86,1000,2025-10-02,standard_test,132860.0
1047,85.36,3090,2025-02-04,eshuer,263762.4
1048,97.62,3000,2025-02-12,eshuer,292860.0
1049,67.88,160,2025-10-10,eshuer,10860.8
1050,198.09,2090,2025-03-26,guangzhou_farm,414008.1
1051,123.42,40,2025-05-12,standard_test,4936.8
1052,117.59,160,2025-09-11,standard_test,18814.4
1053,105.72,120,2025-06-10,biolab,12686.4
1054,393.86,1500,2025-09-11,med_express,590790.0
1055,101.57,450,2025-12-01,standard_test,45706.5
1056,339.45,500,2025-06-27,med_express,169725.0
1057,118.57,220,2025-03-20,biolab,26085.4
1058,101.32,210,2025-10-08,standard_test,21277.2
1059,130.22,40,2025-03-12,biolab,5208.8
1060,267.08,2000,2025-04-04,med_express,534160.0
1061,196.35,180,2025-08-21,guangzhou_farm,35343.0
1062,272.06,2100,2025-06-27,med_express,571326.0
1063,116.35,1130,2025-05-09,biolab,131475.5
1064,112.41,1120,2025-10-23,biolab,125899.2
1065,168.28,90,2025-10-08,guangzhou_farm,15145.2
1066,122.13,270,2025-04-24,standard_test,32975.1
1067,142.76,1050,2025-07-18,standard_test,149898.0
1068,117.38,420,2025-06-06,standard_test,49299.6
1069,112.62,1050,2025-12-10,standard_test,118251.0
1070,117.58,400,2025-07-16,standard_test,47032.0
1071,88.63,230,2025-05-15,eshuer,20384.9
1072,119.81,800,2025-09-04,biolab,95848.0
1073,106.36,1350,2025-06-24,standard_test,143586.0
1074,152.53,960,2025-05-15,biolab,146428.8
1075,40.22,9710,2025-09-10,free,390536.2
1076,106.8,4320,2025-10-08,biolab,461376.0
1077,157.04,560,2025-12-23,biolab,87942.4
1078,128.57,5390,2025-05-20,standard_test,692992.2999999999
1079,125.02,2880,2025-02-03,biolab,360057.6
1080,125.99,140,2025-12-03,standard_test,17638.6
1081,113.12,90,2025-05-01,standard_test,10180.8
1082,108.0,120,2025-05-13,biolab,12960.0
1083,125.99,30,2025-09-30,standard_test,3779.7
1084,119.81,100,2025-06-04,biolab,11981.0
1085,140.91,1350,2025-02-03,standard_test,190228.5
1086,128.57,1010,2025-06-13,standard_test,129855.7
1087,112.11,210,2025-06-05,standard_test,23543.1
1088,114.16,1350,2025-10-06,standard_test,154116.0
1089,109.18,70,2025-09-03,biolab,7642.6
1090,179.19,100,2025-06-02,biolab,17919.0
1091,122.04,1530,2025-05-30,biolab,186721.2
1092,57.88,1570,2025-12-10,eshuer,90871.6
1093,117.73,170,2025-03-17,standard_test,20014.1
